Site Ref,Collected Date,Variable Name,Value,Quality
61672159,11/10/2019,Water Temp situ(øC) MAX,21.026,3
61672159,12/10/2019,Water Temp situ(øC) MAX,21.027,3
61672159,13/10/2019,Water Temp situ(øC) MAX,21.013,3
61672159,14/10/2019,Water Temp situ(øC) MAX,21.004,3
61672159,15/10/2019,Water Temp situ(øC) MAX,21.001,3
61672159,16/10/2019,Water Temp situ(øC) MAX,21.004,3
61672159,17/10/2019,Water Temp situ(øC) MAX,20.994,3
61672159,18/10/2019,Water Temp situ(øC) MAX,20.974,3
61672159,19/10/2019,Water Temp situ(øC) MAX,21.006,3
61672159,20/10/2019,Water Temp situ(øC) MAX,20.999,3
61672159,21/10/2019,Water Temp situ(øC) MAX,20.976,3
61672159,22/10/2019,Water Temp situ(øC) MAX,20.962,3
61672159,23/10/2019,Water Temp situ(øC) MAX,20.961,3
61672159,24/10/2019,Water Temp situ(øC) MAX,20.958,3
61672159,25/10/2019,Water Temp situ(øC) MAX,20.978,3
61672159,26/10/2019,Water Temp situ(øC) MAX,20.948,3
61672159,27/10/2019,Water Temp situ(øC) MAX,20.928,3
61672159,28/10/2019,Water Temp situ(øC) MAX,20.951,3
61672159,29/10/2019,Water Temp situ(øC) MAX,20.952,3
61672159,30/10/2019,Water Temp situ(øC) MAX,20.927,3
61672159,31/10/2019,Water Temp situ(øC) MAX,20.93,3
61672159,1/11/2019,Water Temp situ(øC) MAX,20.924,3
61672159,2/11/2019,Water Temp situ(øC) MAX,20.909,3
61672159,3/11/2019,Water Temp situ(øC) MAX,20.896,3
61672159,4/11/2019,Water Temp situ(øC) MAX,20.909,3
61672159,5/11/2019,Water Temp situ(øC) MAX,20.909,3
61672159,6/11/2019,Water Temp situ(øC) MAX,20.922,3
61672159,7/11/2019,Water Temp situ(øC) MAX,20.892,3
61672159,8/11/2019,Water Temp situ(øC) MAX,20.894,3
61672159,9/11/2019,Water Temp situ(øC) MAX,20.878,3
61672159,10/11/2019,Water Temp situ(øC) MAX,20.876,3
61672159,11/11/2019,Water Temp situ(øC) MAX,20.865,3
61672159,12/11/2019,Water Temp situ(øC) MAX,20.876,3
61672159,13/11/2019,Water Temp situ(øC) MAX,20.866,3
61672159,14/11/2019,Water Temp situ(øC) MAX,20.876,3
61672159,15/11/2019,Water Temp situ(øC) MAX,20.862,3
61672159,16/11/2019,Water Temp situ(øC) MAX,20.863,3
61672159,17/11/2019,Water Temp situ(øC) MAX,20.855,3
61672159,18/11/2019,Water Temp situ(øC) MAX,20.857,3
61672159,19/11/2019,Water Temp situ(øC) MAX,20.845,3
61672159,20/11/2019,Water Temp situ(øC) MAX,20.835,3
61672159,21/11/2019,Water Temp situ(øC) MAX,20.846,3
61672159,22/11/2019,Water Temp situ(øC) MAX,20.835,3
61672159,23/11/2019,Water Temp situ(øC) MAX,20.845,3
61672159,24/11/2019,Water Temp situ(øC) MAX,20.825,3
61672159,25/11/2019,Water Temp situ(øC) MAX,20.822,3
61672159,26/11/2019,Water Temp situ(øC) MAX,20.832,3
61672159,27/11/2019,Water Temp situ(øC) MAX,20.823,3
61672159,28/11/2019,Water Temp situ(øC) MAX,20.849,3
61672159,29/11/2019,Water Temp situ(øC) MAX,20.832,3
61672159,30/11/2019,Water Temp situ(øC) MAX,20.818,3
61672159,1/12/2019,Water Temp situ(øC) MAX,20.811,3
61672159,2/12/2019,Water Temp situ(øC) MAX,20.807,3
61672159,3/12/2019,Water Temp situ(øC) MAX,20.812,3
61672159,4/12/2019,Water Temp situ(øC) MAX,20.804,3
61672159,5/12/2019,Water Temp situ(øC) MAX,20.826,3
61672159,6/12/2019,Water Temp situ(øC) MAX,20.817,3
61672159,7/12/2019,Water Temp situ(øC) MAX,20.817,3
61672159,8/12/2019,Water Temp situ(øC) MAX,20.807,3
61672159,9/12/2019,Water Temp situ(øC) MAX,20.808,3
61672159,10/12/2019,Water Temp situ(øC) MAX,20.799,3
61672159,11/12/2019,Water Temp situ(øC) MAX,20.806,3
61672159,12/12/2019,Water Temp situ(øC) MAX,20.822,3
61672159,13/12/2019,Water Temp situ(øC) MAX,20.782,3
61672159,14/12/2019,Water Temp situ(øC) MAX,20.802,3
61672159,15/12/2019,Water Temp situ(øC) MAX,20.779,3
61672159,16/12/2019,Water Temp situ(øC) MAX,20.803,3
61672159,17/12/2019,Water Temp situ(øC) MAX,20.791,3
61672159,18/12/2019,Water Temp situ(øC) MAX,20.793,3
61672159,19/12/2019,Water Temp situ(øC) MAX,20.795,3
61672159,20/12/2019,Water Temp situ(øC) MAX,20.808,3
61672159,21/12/2019,Water Temp situ(øC) MAX,20.803,3
61672159,22/12/2019,Water Temp situ(øC) MAX,20.807,3
61672159,23/12/2019,Water Temp situ(øC) MAX,20.79,3
61672159,24/12/2019,Water Temp situ(øC) MAX,20.815,3
61672159,25/12/2019,Water Temp situ(øC) MAX,20.798,3
61672159,26/12/2019,Water Temp situ(øC) MAX,20.802,3
61672159,27/12/2019,Water Temp situ(øC) MAX,20.802,3
61672159,28/12/2019,Water Temp situ(øC) MAX,20.82,3
61672159,29/12/2019,Water Temp situ(øC) MAX,20.812,3
61672159,30/12/2019,Water Temp situ(øC) MAX,20.812,3
61672159,31/12/2019,Water Temp situ(øC) MAX,20.8,3
61672159,1/01/2020,Water Temp situ(øC) MAX,20.789,3
61672159,2/01/2020,Water Temp situ(øC) MAX,20.801,3
61672159,3/01/2020,Water Temp situ(øC) MAX,20.809,3
61672159,4/01/2020,Water Temp situ(øC) MAX,20.828,3
61672159,5/01/2020,Water Temp situ(øC) MAX,20.805,3
61672159,6/01/2020,Water Temp situ(øC) MAX,20.805,3
61672159,7/01/2020,Water Temp situ(øC) MAX,20.792,3
61672159,8/01/2020,Water Temp situ(øC) MAX,20.807,3
61672159,9/01/2020,Water Temp situ(øC) MAX,20.801,3
61672159,10/01/2020,Water Temp situ(øC) MAX,20.796,3
61672159,11/01/2020,Water Temp situ(øC) MAX,20.813,3
61672159,12/01/2020,Water Temp situ(øC) MAX,20.812,3
61672159,13/01/2020,Water Temp situ(øC) MAX,20.81,3
61672159,14/01/2020,Water Temp situ(øC) MAX,20.808,3
61672159,15/01/2020,Water Temp situ(øC) MAX,20.819,3
61672159,16/01/2020,Water Temp situ(øC) MAX,20.826,3
61672159,17/01/2020,Water Temp situ(øC) MAX,20.837,3
61672159,18/01/2020,Water Temp situ(øC) MAX,20.825,3
61672159,19/01/2020,Water Temp situ(øC) MAX,20.826,3
61672159,20/01/2020,Water Temp situ(øC) MAX,20.828,3
61672159,21/01/2020,Water Temp situ(øC) MAX,20.835,3
61672159,22/01/2020,Water Temp situ(øC) MAX,20.814,3
61672159,23/01/2020,Water Temp situ(øC) MAX,20.827,3
61672159,24/01/2020,Water Temp situ(øC) MAX,20.832,3
61672159,25/01/2020,Water Temp situ(øC) MAX,20.84,3
61672159,26/01/2020,Water Temp situ(øC) MAX,20.836,3
61672159,27/01/2020,Water Temp situ(øC) MAX,20.836,3
61672159,28/01/2020,Water Temp situ(øC) MAX,20.84,3
61672159,29/01/2020,Water Temp situ(øC) MAX,20.848,3
61672159,30/01/2020,Water Temp situ(øC) MAX,20.833,3
61672159,31/01/2020,Water Temp situ(øC) MAX,20.844,3
61672159,1/02/2020,Water Temp situ(øC) MAX,20.823,3
61672159,2/02/2020,Water Temp situ(øC) MAX,20.851,3
61672159,3/02/2020,Water Temp situ(øC) MAX,20.848,3
61672159,4/02/2020,Water Temp situ(øC) MAX,20.84,3
61672159,5/02/2020,Water Temp situ(øC) MAX,20.873,3
61672159,6/02/2020,Water Temp situ(øC) MAX,20.85,3
61672159,7/02/2020,Water Temp situ(øC) MAX,20.843,3
61672159,8/02/2020,Water Temp situ(øC) MAX,20.857,3
61672159,9/02/2020,Water Temp situ(øC) MAX,20.848,3
61672159,10/02/2020,Water Temp situ(øC) MAX,20.858,3
61672159,9/08/2019,Water Temp situ(øC) MEAN,21.423,3
61672159,10/08/2019,Water Temp situ(øC) MEAN,21.425,3
61672159,11/08/2019,Water Temp situ(øC) MEAN,21.407,3
61672159,12/08/2019,Water Temp situ(øC) MEAN,21.404,3
61672159,13/08/2019,Water Temp situ(øC) MEAN,21.4,3
61672159,14/08/2019,Water Temp situ(øC) MEAN,21.393,3
61672159,15/08/2019,Water Temp situ(øC) MEAN,21.377,3
61672159,16/08/2019,Water Temp situ(øC) MEAN,21.373,3
61672159,17/08/2019,Water Temp situ(øC) MEAN,21.367,3
61672159,18/08/2019,Water Temp situ(øC) MEAN,21.363,3
61672159,19/08/2019,Water Temp situ(øC) MEAN,21.354,3
61672159,20/08/2019,Water Temp situ(øC) MEAN,21.35,3
61672159,21/08/2019,Water Temp situ(øC) MEAN,21.347,3
61672159,22/08/2019,Water Temp situ(øC) MEAN,21.336,3
61672159,23/08/2019,Water Temp situ(øC) MEAN,21.326,3
61672159,24/08/2019,Water Temp situ(øC) MEAN,21.329,3
61672159,25/08/2019,Water Temp situ(øC) MEAN,21.319,3
61672159,26/08/2019,Water Temp situ(øC) MEAN,21.305,3
61672159,27/08/2019,Water Temp situ(øC) MEAN,21.3,3
61672159,28/08/2019,Water Temp situ(øC) MEAN,21.296,3
61672159,29/08/2019,Water Temp situ(øC) MEAN,21.292,3
61672159,30/08/2019,Water Temp situ(øC) MEAN,21.282,3
61672159,31/08/2019,Water Temp situ(øC) MEAN,21.274,3
61672159,1/09/2019,Water Temp situ(øC) MEAN,21.266,3
61672159,2/09/2019,Water Temp situ(øC) MEAN,21.257,3
61672159,3/09/2019,Water Temp situ(øC) MEAN,21.256,3
61672159,4/09/2019,Water Temp situ(øC) MEAN,21.255,3
61672159,5/09/2019,Water Temp situ(øC) MEAN,21.239,3
61672159,6/09/2019,Water Temp situ(øC) MEAN,21.236,3
61672159,7/09/2019,Water Temp situ(øC) MEAN,21.229,3
61672159,8/09/2019,Water Temp situ(øC) MEAN,21.223,3
61672159,10/11/2019,Water Temp situ(øC) MEAN,20.85,3
61672159,11/11/2019,Water Temp situ(øC) MEAN,20.839,3
61672159,12/11/2019,Water Temp situ(øC) MEAN,20.837,3
61672159,13/11/2019,Water Temp situ(øC) MEAN,20.837,3
61672159,14/11/2019,Water Temp situ(øC) MEAN,20.832,3
61672159,15/11/2019,Water Temp situ(øC) MEAN,20.828,3
61672159,16/11/2019,Water Temp situ(øC) MEAN,20.826,3
61672159,17/11/2019,Water Temp situ(øC) MEAN,20.827,3
61672159,18/11/2019,Water Temp situ(øC) MEAN,20.817,3
61672159,19/11/2019,Water Temp situ(øC) MEAN,20.815,3
61672159,20/11/2019,Water Temp situ(øC) MEAN,20.813,3
61672159,21/11/2019,Water Temp situ(øC) MEAN,20.807,3
61672159,22/11/2019,Water Temp situ(øC) MEAN,20.806,3
61672159,23/11/2019,Water Temp situ(øC) MEAN,20.805,3
61672159,24/11/2019,Water Temp situ(øC) MEAN,20.799,3
61672159,25/11/2019,Water Temp situ(øC) MEAN,20.795,3
61672159,26/11/2019,Water Temp situ(øC) MEAN,20.794,3
61672159,27/11/2019,Water Temp situ(øC) MEAN,20.79,3
61672159,28/11/2019,Water Temp situ(øC) MEAN,20.795,3
61672159,29/11/2019,Water Temp situ(øC) MEAN,20.794,3
61672159,30/11/2019,Water Temp situ(øC) MEAN,20.787,3
61672159,1/12/2019,Water Temp situ(øC) MEAN,20.78,3
61672159,2/12/2019,Water Temp situ(øC) MEAN,20.783,3
61672159,3/12/2019,Water Temp situ(øC) MEAN,20.78,3
61672159,4/12/2019,Water Temp situ(øC) MEAN,20.773,3
61672159,5/12/2019,Water Temp situ(øC) MEAN,20.781,3
61672159,6/12/2019,Water Temp situ(øC) MEAN,20.778,3
61672159,7/12/2019,Water Temp situ(øC) MEAN,20.778,3
61672159,8/12/2019,Water Temp situ(øC) MEAN,20.771,3
61672159,9/12/2019,Water Temp situ(øC) MEAN,20.774,3
61672159,10/12/2019,Water Temp situ(øC) MEAN,20.767,3
61672159,10/11/2019,Water Temp situ(øC) MIN,20.813,3
61672159,11/11/2019,Water Temp situ(øC) MIN,20.801,3
61672159,12/11/2019,Water Temp situ(øC) MIN,20.804,3
61672159,13/11/2019,Water Temp situ(øC) MIN,20.809,3
61672159,14/11/2019,Water Temp situ(øC) MIN,20.804,3
61672159,15/11/2019,Water Temp situ(øC) MIN,20.778,3
61672159,16/11/2019,Water Temp situ(øC) MIN,20.785,3
61672159,17/11/2019,Water Temp situ(øC) MIN,20.8,3
61672159,18/11/2019,Water Temp situ(øC) MIN,20.794,3
61672159,19/11/2019,Water Temp situ(øC) MIN,20.791,3
61672159,20/11/2019,Water Temp situ(øC) MIN,20.772,3
61672159,21/11/2019,Water Temp situ(øC) MIN,20.768,3
61672159,22/11/2019,Water Temp situ(øC) MIN,20.777,3
61672159,23/11/2019,Water Temp situ(øC) MIN,20.771,3
61672159,24/11/2019,Water Temp situ(øC) MIN,20.771,3
61672159,25/11/2019,Water Temp situ(øC) MIN,20.773,3
61672159,26/11/2019,Water Temp situ(øC) MIN,20.758,3
61672159,27/11/2019,Water Temp situ(øC) MIN,20.753,3
61672159,28/11/2019,Water Temp situ(øC) MIN,20.745,3
61672159,29/11/2019,Water Temp situ(øC) MIN,20.755,3
61672159,30/11/2019,Water Temp situ(øC) MIN,20.739,3
61672159,1/12/2019,Water Temp situ(øC) MIN,20.733,3
61672159,2/12/2019,Water Temp situ(øC) MIN,20.739,3
61672159,3/12/2019,Water Temp situ(øC) MIN,20.755,3
61672159,4/12/2019,Water Temp situ(øC) MIN,20.742,3
61672159,5/12/2019,Water Temp situ(øC) MIN,20.743,3
61672159,6/12/2019,Water Temp situ(øC) MIN,20.75,3
61672159,7/12/2019,Water Temp situ(øC) MIN,20.735,3
61672159,8/12/2019,Water Temp situ(øC) MIN,20.729,3
61672159,9/12/2019,Water Temp situ(øC) MIN,20.737,3
61672159,10/12/2019,Water Temp situ(øC) MIN,20.735,3
61672159,11/02/2020,Water Temp situ(øC) MAX,20.86,3
61672159,12/02/2020,Water Temp situ(øC) MAX,20.862,3
61672159,13/02/2020,Water Temp situ(øC) MAX,20.868,3
61672159,14/02/2020,Water Temp situ(øC) MAX,20.866,3
61672159,15/02/2020,Water Temp situ(øC) MAX,20.887,3
61672159,16/02/2020,Water Temp situ(øC) MAX,20.87,3
61672159,17/02/2020,Water Temp situ(øC) MAX,20.883,3
61672159,18/02/2020,Water Temp situ(øC) MAX,20.871,3
61672159,19/02/2020,Water Temp situ(øC) MAX,20.894,3
61672159,20/02/2020,Water Temp situ(øC) MAX,20.893,3
61672159,21/02/2020,Water Temp situ(øC) MAX,20.897,3
61672159,22/02/2020,Water Temp situ(øC) MAX,20.901,3
61672159,23/02/2020,Water Temp situ(øC) MAX,20.916,3
61672159,24/02/2020,Water Temp situ(øC) MAX,20.896,3
61672159,25/02/2020,Water Temp situ(øC) MAX,20.927,3
61672159,26/02/2020,Water Temp situ(øC) MAX,20.917,3
61672159,27/02/2020,Water Temp situ(øC) MAX,20.937,3
61672159,28/02/2020,Water Temp situ(øC) MAX,20.922,3
61672159,29/02/2020,Water Temp situ(øC) MAX,20.927,3
61672159,1/03/2020,Water Temp situ(øC) MAX,20.916,3
61672159,2/03/2020,Water Temp situ(øC) MAX,20.937,3
61672159,3/03/2020,Water Temp situ(øC) MAX,20.948,3
61672159,4/03/2020,Water Temp situ(øC) MAX,20.939,3
61672159,5/03/2020,Water Temp situ(øC) MAX,20.955,3
61672159,6/03/2020,Water Temp situ(øC) MAX,20.949,3
61672159,7/03/2020,Water Temp situ(øC) MAX,20.95,3
61672159,8/03/2020,Water Temp situ(øC) MAX,20.96,3
61672159,9/03/2020,Water Temp situ(øC) MAX,20.962,3
61672159,10/03/2020,Water Temp situ(øC) MAX,20.957,3
61672159,11/03/2020,Water Temp situ(øC) MAX,20.978,3
61672159,12/03/2020,Water Temp situ(øC) MAX,20.974,3
61672159,9/07/2019,Water Temp situ(øC) MEAN,21.497,3
61672159,10/07/2019,Water Temp situ(øC) MEAN,21.503,3
61672159,11/07/2019,Water Temp situ(øC) MEAN,21.504,3
61672159,12/07/2019,Water Temp situ(øC) MEAN,21.508,3
61672159,13/07/2019,Water Temp situ(øC) MEAN,21.508,3
61672159,14/07/2019,Water Temp situ(øC) MEAN,21.503,3
61672159,15/07/2019,Water Temp situ(øC) MEAN,21.503,3
61672159,16/07/2019,Water Temp situ(øC) MEAN,21.504,3
61672159,17/07/2019,Water Temp situ(øC) MEAN,21.504,3
61672159,18/07/2019,Water Temp situ(øC) MEAN,21.502,3
61672159,19/07/2019,Water Temp situ(øC) MEAN,21.5,3
61672159,20/07/2019,Water Temp situ(øC) MEAN,21.505,3
61672159,21/07/2019,Water Temp situ(øC) MEAN,21.505,3
61672159,22/07/2019,Water Temp situ(øC) MEAN,21.501,3
61672159,23/07/2019,Water Temp situ(øC) MEAN,21.498,3
61672159,24/07/2019,Water Temp situ(øC) MEAN,21.497,3
61672159,25/07/2019,Water Temp situ(øC) MEAN,21.502,3
61672159,26/07/2019,Water Temp situ(øC) MEAN,21.502,3
61672159,27/07/2019,Water Temp situ(øC) MEAN,21.503,3
61672159,28/07/2019,Water Temp situ(øC) MEAN,21.497,3
61672159,29/07/2019,Water Temp situ(øC) MEAN,21.491,3
61672159,30/07/2019,Water Temp situ(øC) MEAN,21.493,3
61672159,31/07/2019,Water Temp situ(øC) MEAN,21.489,3
61672159,1/08/2019,Water Temp situ(øC) MEAN,21.484,3
61672159,2/08/2019,Water Temp situ(øC) MEAN,21.485,3
61672159,3/08/2019,Water Temp situ(øC) MEAN,21.472,3
61672159,4/08/2019,Water Temp situ(øC) MEAN,21.465,3
61672159,5/08/2019,Water Temp situ(øC) MEAN,21.463,3
61672159,6/08/2019,Water Temp situ(øC) MEAN,21.451,3
61672159,7/08/2019,Water Temp situ(øC) MEAN,21.441,3
61672159,8/08/2019,Water Temp situ(øC) MEAN,21.433,3
61672159,9/09/2019,Water Temp situ(øC) MEAN,21.209,3
61672159,10/09/2019,Water Temp situ(øC) MEAN,21.205,3
61672159,11/09/2019,Water Temp situ(øC) MEAN,21.202,3
61672159,12/09/2019,Water Temp situ(øC) MEAN,21.195,3
61672159,13/09/2019,Water Temp situ(øC) MEAN,21.186,3
61672159,14/09/2019,Water Temp situ(øC) MEAN,21.178,3
61672159,15/09/2019,Water Temp situ(øC) MEAN,21.172,3
61672159,16/09/2019,Water Temp situ(øC) MEAN,21.173,3
61672159,17/09/2019,Water Temp situ(øC) MEAN,21.155,3
61672159,18/09/2019,Water Temp situ(øC) MEAN,21.152,3
61672159,19/09/2019,Water Temp situ(øC) MEAN,21.146,3
61672159,20/09/2019,Water Temp situ(øC) MEAN,21.134,3
61672159,21/09/2019,Water Temp situ(øC) MEAN,21.137,3
61672159,22/09/2019,Water Temp situ(øC) MEAN,21.125,3
61672159,23/09/2019,Water Temp situ(øC) MEAN,21.117,3
61672159,24/09/2019,Water Temp situ(øC) MEAN,21.108,3
61672159,25/09/2019,Water Temp situ(øC) MEAN,21.107,3
61672159,26/09/2019,Water Temp situ(øC) MEAN,21.099,3
61672159,27/09/2019,Water Temp situ(øC) MEAN,21.089,3
61672159,28/09/2019,Water Temp situ(øC) MEAN,21.082,3
61672159,29/09/2019,Water Temp situ(øC) MEAN,21.077,3
61672159,30/09/2019,Water Temp situ(øC) MEAN,21.07,3
61672159,1/10/2019,Water Temp situ(øC) MEAN,21.063,3
61672159,2/10/2019,Water Temp situ(øC) MEAN,21.055,3
61672159,3/10/2019,Water Temp situ(øC) MEAN,21.048,3
61672159,4/10/2019,Water Temp situ(øC) MEAN,21.048,3
61672159,5/10/2019,Water Temp situ(øC) MEAN,21.039,3
61672159,6/10/2019,Water Temp situ(øC) MEAN,21.035,3
61672159,7/10/2019,Water Temp situ(øC) MEAN,21.028,3
61672159,8/10/2019,Water Temp situ(øC) MEAN,21.016,3
61672159,9/10/2019,Water Temp situ(øC) MEAN,21.008,3
61672159,10/10/2019,Water Temp situ(øC) MEAN,21.003,3
61672159,11/10/2019,Water Temp situ(øC) MEAN,21.0,3
61672159,12/10/2019,Water Temp situ(øC) MEAN,20.995,3
61672159,13/10/2019,Water Temp situ(øC) MEAN,20.984,3
61672159,14/10/2019,Water Temp situ(øC) MEAN,20.974,3
61672159,15/10/2019,Water Temp situ(øC) MEAN,20.965,3
61672159,16/10/2019,Water Temp situ(øC) MEAN,20.962,3
61672159,17/10/2019,Water Temp situ(øC) MEAN,20.958,3
61672159,18/10/2019,Water Temp situ(øC) MEAN,20.951,3
61672159,19/10/2019,Water Temp situ(øC) MEAN,20.953,3
61672159,20/10/2019,Water Temp situ(øC) MEAN,20.951,3
61672159,21/10/2019,Water Temp situ(øC) MEAN,20.932,3
61672159,22/10/2019,Water Temp situ(øC) MEAN,20.936,3
61672159,23/10/2019,Water Temp situ(øC) MEAN,20.932,3
61672159,24/10/2019,Water Temp situ(øC) MEAN,20.921,3
61672159,25/10/2019,Water Temp situ(øC) MEAN,20.92,3
61672159,26/10/2019,Water Temp situ(øC) MEAN,20.921,3
61672159,27/10/2019,Water Temp situ(øC) MEAN,20.904,3
61672159,28/10/2019,Water Temp situ(øC) MEAN,20.909,3
61672159,29/10/2019,Water Temp situ(øC) MEAN,20.899,3
61672159,30/10/2019,Water Temp situ(øC) MEAN,20.894,3
61672159,31/10/2019,Water Temp situ(øC) MEAN,20.888,3
61672159,1/11/2019,Water Temp situ(øC) MEAN,20.885,3
61672159,2/11/2019,Water Temp situ(øC) MEAN,20.878,3
61672159,3/11/2019,Water Temp situ(øC) MEAN,20.866,3
61672159,4/11/2019,Water Temp situ(øC) MEAN,20.871,3
61672159,5/11/2019,Water Temp situ(øC) MEAN,20.867,3
61672159,6/11/2019,Water Temp situ(øC) MEAN,20.856,3
