"","Site.Ref","Collected.Date","Variable.Name","Value","Quality","X","Site.name","Latitude","Longitude","temp"
"1724","61615164",2020-03-15,"Water Temp situ(øC) MIN",21.388,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.388
"1725","61615164",2020-03-15,"Water Temp situ(øC) MAX",21.475,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.475
"1726","61615164",2020-03-15,"Water Temp situ(øC) MEAN",21.423,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.423
"1727","61700075",2020-03-16,"Water Temp situ(øC) MAX",19.99,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,19.99
"1728","61700075",2020-03-16,"Water Temp situ(øC) MIN",19.98,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,19.98
"1729","61700075",2020-03-16,"Water Temp situ(øC) MEAN",19.987,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,19.987
"1730","61700072",2020-03-16,"Water Temp situ(øC) MAX",21.3,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.3
"1731","61700072",2020-03-16,"Water Temp situ(øC) MEAN",21.15,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.15
"1732","61700072",2020-03-16,"Water Temp situ(øC) MIN",21.09,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.09
"1733","61700075",2020-03-17,"Water Temp situ(øC) MAX",20.01,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.01
"1734","61700075",2020-03-17,"Water Temp situ(øC) MIN",19.99,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,19.99
"1735","61700075",2020-03-17,"Water Temp situ(øC) MEAN",20.001,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.001
"1736","61700072",2020-03-17,"Water Temp situ(øC) MAX",21.3,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.3
"1737","61700072",2020-03-17,"Water Temp situ(øC) MEAN",21.158,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.158
"1738","61700072",2020-03-17,"Water Temp situ(øC) MIN",21.1,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.1
"1739","61700075",2020-03-18,"Water Temp situ(øC) MAX",20.02,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.02
"1740","61700075",2020-03-18,"Water Temp situ(øC) MIN",20.01,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.01
"1741","61700075",2020-03-18,"Water Temp situ(øC) MEAN",20.015,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.015
"1742","61700072",2020-03-18,"Water Temp situ(øC) MAX",21.3,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.3
"1743","61700072",2020-03-18,"Water Temp situ(øC) MEAN",21.177,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.177
"1744","61700072",2020-03-18,"Water Temp situ(øC) MIN",21.12,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.12
"1745","61700075",2020-03-19,"Water Temp situ(øC) MAX",20.03,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.03
"1746","61700075",2020-03-19,"Water Temp situ(øC) MIN",20.02,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.02
"1747","61700075",2020-03-19,"Water Temp situ(øC) MEAN",20.026,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.026
"1748","61700072",2020-03-19,"Water Temp situ(øC) MAX",21.27,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.27
"1749","61700072",2020-03-19,"Water Temp situ(øC) MEAN",21.196,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.196
"1750","61700072",2020-03-19,"Water Temp situ(øC) MIN",21.14,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.14
"1751","61700075",2020-03-20,"Water Temp situ(øC) MAX",20.05,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.05
"1752","61700075",2020-03-20,"Water Temp situ(øC) MIN",20.03,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.03
"1753","61700075",2020-03-20,"Water Temp situ(øC) MEAN",20.04,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.04
"1754","61700072",2020-03-20,"Water Temp situ(øC) MAX",21.28,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.28
"1755","61700072",2020-03-20,"Water Temp situ(øC) MEAN",21.208,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.208
"1756","61700072",2020-03-20,"Water Temp situ(øC) MIN",21.15,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.15
"1757","61700075",2020-03-21,"Water Temp situ(øC) MAX",20.06,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.06
"1758","61700075",2020-03-21,"Water Temp situ(øC) MIN",20.05,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.05
"1759","61700075",2020-03-21,"Water Temp situ(øC) MEAN",20.054,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.054
"1760","61700072",2020-03-21,"Water Temp situ(øC) MAX",21.3,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.3
"1761","61700072",2020-03-21,"Water Temp situ(øC) MEAN",21.216,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.216
"1762","61700072",2020-03-21,"Water Temp situ(øC) MIN",21.15,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.15
"1763","61700075",2020-03-22,"Water Temp situ(øC) MAX",20.08,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.08
"1764","61700075",2020-03-22,"Water Temp situ(øC) MIN",20.06,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.06
"1765","61700075",2020-03-22,"Water Temp situ(øC) MEAN",20.066,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.066
"1766","61700072",2020-03-22,"Water Temp situ(øC) MAX",21.32,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.32
"1767","61700072",2020-03-22,"Water Temp situ(øC) MEAN",21.237,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.237
"1768","61700072",2020-03-22,"Water Temp situ(øC) MIN",21.16,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.16
"1769","61700075",2020-03-23,"Water Temp situ(øC) MAX",20.09,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.09
"1770","61700075",2020-03-23,"Water Temp situ(øC) MIN",20.07,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.07
"1771","61700075",2020-03-23,"Water Temp situ(øC) MEAN",20.081,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.081
"1772","61700072",2020-03-23,"Water Temp situ(øC) MAX",21.38,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.38
"1773","61700072",2020-03-23,"Water Temp situ(øC) MEAN",21.273,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.273
"1774","61700072",2020-03-23,"Water Temp situ(øC) MIN",21.17,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.17
"1775","61700075",2020-03-24,"Water Temp situ(øC) MAX",20.1,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.1
"1776","61700075",2020-03-24,"Water Temp situ(øC) MIN",20.09,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.09
"1777","61700075",2020-03-24,"Water Temp situ(øC) MEAN",20.094,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.094
"1778","61700072",2020-03-24,"Water Temp situ(øC) MAX",21.36,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.36
"1779","61700072",2020-03-24,"Water Temp situ(øC) MEAN",21.268,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.268
"1780","61700072",2020-03-24,"Water Temp situ(øC) MIN",21.19,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.19
"1781","61700075",2020-03-25,"Water Temp situ(øC) MAX",20.11,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.11
"1782","61700075",2020-03-25,"Water Temp situ(øC) MEAN",20.107,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.107
"1783","61700075",2020-03-25,"Water Temp situ(øC) MIN",20.1,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.1
"1784","61700072",2020-03-25,"Water Temp situ(øC) MAX",21.38,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.38
"1785","61700072",2020-03-25,"Water Temp situ(øC) MEAN",21.281,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.281
"1786","61700072",2020-03-25,"Water Temp situ(øC) MIN",21.19,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.19
"1787","61700075",2020-03-26,"Water Temp situ(øC) MAX",20.13,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.13
"1788","61700075",2020-03-26,"Water Temp situ(øC) MEAN",20.123,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.123
"1789","61700075",2020-03-26,"Water Temp situ(øC) MIN",20.11,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.11
"1790","61700072",2020-03-26,"Water Temp situ(øC) MAX",21.4,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.4
"1791","61700072",2020-03-26,"Water Temp situ(øC) MEAN",21.297,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.297
"1792","61700072",2020-03-26,"Water Temp situ(øC) MIN",21.21,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.21
"1793","61700075",2020-03-27,"Water Temp situ(øC) MAX",20.14,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.14
"1794","61700075",2020-03-27,"Water Temp situ(øC) MEAN",20.136,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.136
"1795","61700075",2020-03-27,"Water Temp situ(øC) MIN",20.13,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.13
"1796","61700072",2020-03-27,"Water Temp situ(øC) MAX",21.4,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.4
"1797","61700072",2020-03-27,"Water Temp situ(øC) MEAN",21.305,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.305
"1798","61700072",2020-03-27,"Water Temp situ(øC) MIN",21.24,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.24
"1799","61700075",2020-03-28,"Water Temp situ(øC) MAX",20.16,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.16
"1800","61700075",2020-03-28,"Water Temp situ(øC) MEAN",20.15,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.15
"1801","61700075",2020-03-28,"Water Temp situ(øC) MIN",20.14,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.14
"1802","61700072",2020-03-28,"Water Temp situ(øC) MAX",21.39,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.39
"1803","61700072",2020-03-28,"Water Temp situ(øC) MEAN",21.314,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.314
"1804","61700072",2020-03-28,"Water Temp situ(øC) MIN",21.26,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.26
"1805","61700075",2020-03-29,"Water Temp situ(øC) MAX",20.17,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.17
"1806","61700075",2020-03-29,"Water Temp situ(øC) MEAN",20.164,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.164
"1807","61700075",2020-03-29,"Water Temp situ(øC) MIN",20.16,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.16
"1808","61700072",2020-03-29,"Water Temp situ(øC) MAX",21.44,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.44
"1809","61700072",2020-03-29,"Water Temp situ(øC) MEAN",21.339,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.339
"1810","61700072",2020-03-29,"Water Temp situ(øC) MIN",21.29,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.29
"1811","61700075",2020-03-30,"Water Temp situ(øC) MAX",20.19,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.19
"1812","61700075",2020-03-30,"Water Temp situ(øC) MEAN",20.178,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.178
"1813","61700075",2020-03-30,"Water Temp situ(øC) MIN",20.17,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.17
"1814","61700072",2020-03-30,"Water Temp situ(øC) MAX",21.41,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.41
"1815","61700072",2020-03-30,"Water Temp situ(øC) MEAN",21.339,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.339
"1816","61700072",2020-03-30,"Water Temp situ(øC) MIN",21.31,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.31
"1817","61700075",2020-03-31,"Water Temp situ(øC) MAX",20.2,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.2
"1818","61700075",2020-03-31,"Water Temp situ(øC) MEAN",20.193,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.193
"1819","61700075",2020-03-31,"Water Temp situ(øC) MIN",20.19,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.19
"1820","61700072",2020-03-31,"Water Temp situ(øC) MAX",21.44,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.44
"1821","61700072",2020-03-31,"Water Temp situ(øC) MEAN",21.357,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.357
"1822","61700072",2020-03-31,"Water Temp situ(øC) MIN",21.31,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.31
"1823","61700075",2020-04-01,"Water Temp situ(øC) MAX",20.21,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.21
"1824","61700075",2020-04-01,"Water Temp situ(øC) MEAN",20.205,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.205
"1825","61700075",2020-04-01,"Water Temp situ(øC) MIN",20.2,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.2
"1826","61700072",2020-04-01,"Water Temp situ(øC) MAX",21.44,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.44
"1827","61700072",2020-04-01,"Water Temp situ(øC) MEAN",21.366,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.366
"1828","61700072",2020-04-01,"Water Temp situ(øC) MIN",21.32,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.32
"1829","61700075",2020-04-02,"Water Temp situ(øC) MAX",20.23,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.23
"1830","61700075",2020-04-02,"Water Temp situ(øC) MEAN",20.218,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.218
"1831","61700075",2020-04-02,"Water Temp situ(øC) MIN",20.21,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.21
"1832","61700072",2020-04-02,"Water Temp situ(øC) MAX",21.43,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.43
"1833","61700072",2020-04-02,"Water Temp situ(øC) MEAN",21.373,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.373
"1834","61700072",2020-04-02,"Water Temp situ(øC) MIN",21.33,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.33
"1835","61700075",2020-04-03,"Water Temp situ(øC) MAX",20.24,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.24
"1836","61700075",2020-04-03,"Water Temp situ(øC) MEAN",20.233,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.233
"1837","61700075",2020-04-03,"Water Temp situ(øC) MIN",20.23,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.23
"1838","61700072",2020-04-03,"Water Temp situ(øC) MAX",21.44,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.44
"1839","61700072",2020-04-03,"Water Temp situ(øC) MEAN",21.382,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.382
"1840","61700072",2020-04-03,"Water Temp situ(øC) MIN",21.33,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.33
"1841","61700075",2020-04-04,"Water Temp situ(øC) MAX",20.26,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.26
"1842","61700075",2020-04-04,"Water Temp situ(øC) MEAN",20.249,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.249
"1843","61700075",2020-04-04,"Water Temp situ(øC) MIN",20.24,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.24
"1844","61700072",2020-04-04,"Water Temp situ(øC) MAX",21.6,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.6
"1845","61700072",2020-04-04,"Water Temp situ(øC) MEAN",21.425,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.425
"1846","61700072",2020-04-04,"Water Temp situ(øC) MIN",21.33,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.33
"1847","61700075",2020-04-05,"Water Temp situ(øC) MAX",20.27,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.27
"1848","61700075",2020-04-05,"Water Temp situ(øC) MEAN",20.263,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.263
"1849","61700075",2020-04-05,"Water Temp situ(øC) MIN",20.26,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.26
"1850","61700072",2020-04-05,"Water Temp situ(øC) MAX",21.69,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.69
"1851","61700072",2020-04-05,"Water Temp situ(øC) MEAN",21.518,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.518
"1852","61700072",2020-04-05,"Water Temp situ(øC) MIN",21.36,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.36
"1853","61700075",2020-04-06,"Water Temp situ(øC) MAX",20.28,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.28
"1854","61700075",2020-04-06,"Water Temp situ(øC) MEAN",20.274,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.274
"1855","61700075",2020-04-06,"Water Temp situ(øC) MIN",20.27,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.27
"1856","61700072",2020-04-06,"Water Temp situ(øC) MAX",21.66,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.66
"1857","61700072",2020-04-06,"Water Temp situ(øC) MEAN",21.479,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.479
"1858","61700072",2020-04-06,"Water Temp situ(øC) MIN",21.35,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.35
"1859","61700075",2020-04-07,"Water Temp situ(øC) MAX",20.29,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.29
"1860","61700075",2020-04-07,"Water Temp situ(øC) MEAN",20.287,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.287
"1861","61700075",2020-04-07,"Water Temp situ(øC) MIN",20.28,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.28
"1862","61700072",2020-04-07,"Water Temp situ(øC) MAX",21.73,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.73
"1863","61700072",2020-04-07,"Water Temp situ(øC) MEAN",21.558,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.558
"1864","61700072",2020-04-07,"Water Temp situ(øC) MIN",21.36,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.36
"1865","61700075",2020-04-08,"Water Temp situ(øC) MAX",20.31,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.31
"1866","61700075",2020-04-08,"Water Temp situ(øC) MEAN",20.3,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.3
"1867","61700075",2020-04-08,"Water Temp situ(øC) MIN",20.29,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.29
"1868","61700072",2020-04-08,"Water Temp situ(øC) MAX",21.77,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.77
"1869","61700072",2020-04-08,"Water Temp situ(øC) MEAN",21.59,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.59
"1870","61700072",2020-04-08,"Water Temp situ(øC) MIN",21.39,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.39
"1871","61700075",2020-04-09,"Water Temp situ(øC) MAX",20.32,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.32
"1872","61700075",2020-04-09,"Water Temp situ(øC) MEAN",20.314,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.314
"1873","61700075",2020-04-09,"Water Temp situ(øC) MIN",20.31,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.31
"1874","61700072",2020-04-09,"Water Temp situ(øC) MAX",21.68,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.68
"1875","61700072",2020-04-09,"Water Temp situ(øC) MEAN",21.54,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.54
"1876","61700072",2020-04-09,"Water Temp situ(øC) MIN",21.41,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.41
"1877","61700075",2020-04-10,"Water Temp situ(øC) MAX",20.33,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.33
"1878","61700075",2020-04-10,"Water Temp situ(øC) MEAN",20.326,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.326
"1879","61700075",2020-04-10,"Water Temp situ(øC) MIN",20.32,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.32
"1880","61700072",2020-04-10,"Water Temp situ(øC) MAX",21.63,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.63
"1881","61700072",2020-04-10,"Water Temp situ(øC) MEAN",21.499,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.499
"1882","61700072",2020-04-10,"Water Temp situ(øC) MIN",21.4,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.4
"1883","61700075",2020-04-11,"Water Temp situ(øC) MAX",20.34,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.34
"1884","61700075",2020-04-11,"Water Temp situ(øC) MEAN",20.338,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.338
"1885","61700075",2020-04-11,"Water Temp situ(øC) MIN",20.33,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.33
"1886","61700072",2020-04-11,"Water Temp situ(øC) MAX",21.65,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.65
"1887","61700072",2020-04-11,"Water Temp situ(øC) MEAN",21.523,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.523
"1888","61700072",2020-04-11,"Water Temp situ(øC) MIN",21.44,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.44
"1889","61700075",2020-04-12,"Water Temp situ(øC) MAX",20.39,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.39
"1890","61700075",2020-04-12,"Water Temp situ(øC) MEAN",20.356,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.356
"1891","61700075",2020-04-12,"Water Temp situ(øC) MIN",20.34,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.34
"1892","61700074",2020-04-12,"Water Temp situ(øC) MIN",20.62,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.62
"1893","61700074",2020-04-12,"Water Temp situ(øC) MAX",20.62,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.62
"1894","61700072",2020-04-12,"Water Temp situ(øC) MAX",21.68,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.68
"1895","61700072",2020-04-12,"Water Temp situ(øC) MEAN",21.525,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.525
"1896","61700072",2020-04-12,"Water Temp situ(øC) MIN",21.45,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.45
"1897","61700075",2020-04-13,"Water Temp situ(øC) MAX",20.38,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.38
"1898","61700075",2020-04-13,"Water Temp situ(øC) MEAN",20.369,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.369
"1899","61700075",2020-04-13,"Water Temp situ(øC) MIN",20.36,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.36
"1900","61700074",2020-04-13,"Water Temp situ(øC) MIN",20.62,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.62
"1901","61700074",2020-04-13,"Water Temp situ(øC) MAX",20.63,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.63
"1902","61700074",2020-04-13,"Water Temp situ(øC) MEAN",20.621,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.621
"1903","61700072",2020-04-13,"Water Temp situ(øC) MAX",21.69,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.69
"1904","61700072",2020-04-13,"Water Temp situ(øC) MEAN",21.551,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.551
"1905","61700072",2020-04-13,"Water Temp situ(øC) MIN",21.48,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.48
"1906","61700075",2020-04-14,"Water Temp situ(øC) MAX",20.39,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.39
"1907","61700075",2020-04-14,"Water Temp situ(øC) MEAN",20.382,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.382
"1908","61700075",2020-04-14,"Water Temp situ(øC) MIN",20.37,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.37
"1909","61700074",2020-04-14,"Water Temp situ(øC) MIN",20.62,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.62
"1910","61700074",2020-04-14,"Water Temp situ(øC) MAX",20.63,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.63
"1911","61700074",2020-04-14,"Water Temp situ(øC) MEAN",20.626,"10",179147,"Lake Thetis - TH1B",-30.50660437,115.0780996,20.626
"1912","61700072",2020-04-14,"Water Temp situ(øC) MAX",21.7,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.7
"1913","61700072",2020-04-14,"Water Temp situ(øC) MEAN",21.562,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.562
"1914","61700072",2020-04-14,"Water Temp situ(øC) MIN",21.5,"10",178993,"Lake Thetis - TH2C",-30.50805476,115.085927,21.5
"1915","61700075",2020-04-15,"Water Temp situ(øC) MAX",20.4,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.4
"1916","61700075",2020-04-15,"Water Temp situ(øC) MEAN",20.394,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.394
"1917","61700075",2020-04-15,"Water Temp situ(øC) MIN",20.39,"1",179215,"Lake Thetis - TH1C",-30.50659535,115.0780998,20.39
