"","Site.Ref","Collected.Date","Variable.Name","Value","Quality","X","Site.name","Latitude","Longitude","temp"
"1","61715045",2020-01-01,"Water Temp situ(øC) MAX",19.599,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.599
"2","61715045",2020-01-01,"Water Temp situ(øC) MEAN",19.581,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.581
"3","61715045",2020-01-01,"Water Temp situ(øC) MIN",19.558,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.558
"4","61672159",2020-01-01,"Water Temp situ(øC) MAX",20.789,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.789
"5","61672159",2020-01-01,"Water Temp situ(øC) MEAN",20.762,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.762
"6","61672159",2020-01-01,"Water Temp situ(øC) MIN",20.73,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.73
"7","61615182",2020-01-01,"Water Temp situ(øC) MIN",21.656,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.656
"8","61615182",2020-01-01,"Water Temp situ(øC) MEAN",21.679,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.679
"9","61615182",2020-01-01,"Water Temp situ(øC) MAX",21.703,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.703
"10","61615173",2020-01-01,"Water Temp situ(øC) MAX",18.292,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.292
"11","61615173",2020-01-01,"Water Temp situ(øC) MEAN",18.273,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.273
"12","61615173",2020-01-01,"Water Temp situ(øC) MIN",18.25,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.25
"13","61615172",2020-01-01,"Water Temp situ(øC) MAX",37.659,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,37.659
"14","61615172",2020-01-01,"Water Temp situ(øC) MEAN",26.471,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,26.471
"15","61615172",2020-01-01,"Water Temp situ(øC) MIN",18.735,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,18.735
"16","61615165",2020-01-01,"Water Temp situ(øC) MAX",20.917,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.917
"17","61615165",2020-01-01,"Water Temp situ(øC) MEAN",20.878,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.878
"18","61615165",2020-01-01,"Water Temp situ(øC) MIN",20.847,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.847
"19","61615164",2020-01-01,"Water Temp situ(øC) MAX",21.441,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.441
"20","61615164",2020-01-01,"Water Temp situ(øC) MEAN",21.41,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.41
"21","61615164",2020-01-01,"Water Temp situ(øC) MIN",21.382,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.382
"22","61715045",2020-01-02,"Water Temp situ(øC) MAX",19.607,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.607
"23","61715045",2020-01-02,"Water Temp situ(øC) MEAN",19.584,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.584
"24","61715045",2020-01-02,"Water Temp situ(øC) MIN",19.558,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.558
"25","61672159",2020-01-02,"Water Temp situ(øC) MAX",20.801,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.801
"26","61672159",2020-01-02,"Water Temp situ(øC) MEAN",20.766,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.766
"27","61672159",2020-01-02,"Water Temp situ(øC) MIN",20.738,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.738
"28","61615182",2020-01-02,"Water Temp situ(øC) MIN",21.664,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.664
"29","61615182",2020-01-02,"Water Temp situ(øC) MEAN",21.68,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.68
"30","61615182",2020-01-02,"Water Temp situ(øC) MAX",21.703,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.703
"31","61615173",2020-01-02,"Water Temp situ(øC) MAX",18.289,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.289
"32","61615173",2020-01-02,"Water Temp situ(øC) MEAN",18.267,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.267
"33","61615173",2020-01-02,"Water Temp situ(øC) MIN",18.23,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.23
"34","61615172",2020-01-02,"Water Temp situ(øC) MAX",31.488,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,31.488
"35","61615172",2020-01-02,"Water Temp situ(øC) MEAN",24.389,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,24.389
"36","61615172",2020-01-02,"Water Temp situ(øC) MIN",18.816,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,18.816
"37","61615165",2020-01-02,"Water Temp situ(øC) MAX",20.904,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.904
"38","61615165",2020-01-02,"Water Temp situ(øC) MEAN",20.884,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.884
"39","61615165",2020-01-02,"Water Temp situ(øC) MIN",20.858,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.858
"40","61615164",2020-01-02,"Water Temp situ(øC) MAX",21.447,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.447
"41","61615164",2020-01-02,"Water Temp situ(øC) MEAN",21.412,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.412
"42","61615164",2020-01-02,"Water Temp situ(øC) MIN",21.376,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.376
"43","61715045",2020-01-03,"Water Temp situ(øC) MAX",19.6,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.6
"44","61715045",2020-01-03,"Water Temp situ(øC) MEAN",19.574,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.574
"45","61715045",2020-01-03,"Water Temp situ(øC) MIN",19.545,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.545
"46","61672159",2020-01-03,"Water Temp situ(øC) MAX",20.809,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.809
"47","61672159",2020-01-03,"Water Temp situ(øC) MEAN",20.774,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.774
"48","61672159",2020-01-03,"Water Temp situ(øC) MIN",20.74,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.74
"49","61615182",2020-01-03,"Water Temp situ(øC) MIN",21.649,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.649
"50","61615182",2020-01-03,"Water Temp situ(øC) MEAN",21.679,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.679
"51","61615182",2020-01-03,"Water Temp situ(øC) MAX",21.706,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.706
"52","61615173",2020-01-03,"Water Temp situ(øC) MAX",18.302,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.302
"53","61615173",2020-01-03,"Water Temp situ(øC) MEAN",18.27,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.27
"54","61615173",2020-01-03,"Water Temp situ(øC) MIN",18.246,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.246
"55","61615172",2020-01-03,"Water Temp situ(øC) MAX",28.604,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,28.604
"56","61615172",2020-01-03,"Water Temp situ(øC) MEAN",22.27,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,22.27
"57","61615172",2020-01-03,"Water Temp situ(øC) MIN",15.86,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,15.86
"58","61615165",2020-01-03,"Water Temp situ(øC) MAX",20.899,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.899
"59","61615165",2020-01-03,"Water Temp situ(øC) MEAN",20.882,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.882
"60","61615165",2020-01-03,"Water Temp situ(øC) MIN",20.864,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.864
"61","61615164",2020-01-03,"Water Temp situ(øC) MAX",21.439,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.439
"62","61615164",2020-01-03,"Water Temp situ(øC) MEAN",21.416,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.416
"63","61615164",2020-01-03,"Water Temp situ(øC) MIN",21.357,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.357
"64","61715045",2020-01-04,"Water Temp situ(øC) MAX",19.618,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.618
"65","61715045",2020-01-04,"Water Temp situ(øC) MEAN",19.585,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.585
"66","61715045",2020-01-04,"Water Temp situ(øC) MIN",19.566,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.566
"67","61672159",2020-01-04,"Water Temp situ(øC) MAX",20.828,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.828
"68","61672159",2020-01-04,"Water Temp situ(øC) MEAN",20.781,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.781
"69","61672159",2020-01-04,"Water Temp situ(øC) MIN",20.732,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.732
"70","61615182",2020-01-04,"Water Temp situ(øC) MIN",21.66,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.66
"71","61615182",2020-01-04,"Water Temp situ(øC) MEAN",21.682,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.682
"72","61615182",2020-01-04,"Water Temp situ(øC) MAX",21.703,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.703
"73","61615173",2020-01-04,"Water Temp situ(øC) MAX",18.302,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.302
"74","61615173",2020-01-04,"Water Temp situ(øC) MEAN",18.27,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.27
"75","61615173",2020-01-04,"Water Temp situ(øC) MIN",18.244,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.244
"76","61615172",2020-01-04,"Water Temp situ(øC) MAX",34.985,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,34.985
"77","61615172",2020-01-04,"Water Temp situ(øC) MEAN",23.835,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,23.835
"78","61615172",2020-01-04,"Water Temp situ(øC) MIN",14.704,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,14.704
"79","61615165",2020-01-04,"Water Temp situ(øC) MAX",20.899,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.899
"80","61615165",2020-01-04,"Water Temp situ(øC) MEAN",20.882,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.882
"81","61615165",2020-01-04,"Water Temp situ(øC) MIN",20.864,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.864
"82","61615164",2020-01-04,"Water Temp situ(øC) MAX",21.451,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.451
"83","61615164",2020-01-04,"Water Temp situ(øC) MEAN",21.416,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.416
"84","61615164",2020-01-04,"Water Temp situ(øC) MIN",21.392,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.392
"85","61715045",2020-01-05,"Water Temp situ(øC) MAX",19.615,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.615
"86","61715045",2020-01-05,"Water Temp situ(øC) MEAN",19.58,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.58
"87","61715045",2020-01-05,"Water Temp situ(øC) MIN",19.549,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.549
"88","61672159",2020-01-05,"Water Temp situ(øC) MAX",20.805,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.805
"89","61672159",2020-01-05,"Water Temp situ(øC) MEAN",20.773,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.773
"90","61672159",2020-01-05,"Water Temp situ(øC) MIN",20.738,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.738
"91","61615182",2020-01-05,"Water Temp situ(øC) MIN",21.666,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.666
"92","61615182",2020-01-05,"Water Temp situ(øC) MEAN",21.683,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.683
"93","61615182",2020-01-05,"Water Temp situ(øC) MAX",21.702,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.702
"94","61615173",2020-01-05,"Water Temp situ(øC) MAX",18.302,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.302
"95","61615173",2020-01-05,"Water Temp situ(øC) MEAN",18.273,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.273
"96","61615173",2020-01-05,"Water Temp situ(øC) MIN",18.25,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.25
"97","61615172",2020-01-05,"Water Temp situ(øC) MAX",41.695,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,41.695
"98","61615172",2020-01-05,"Water Temp situ(øC) MEAN",27.901,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,27.901
"99","61615172",2020-01-05,"Water Temp situ(øC) MIN",16.509,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,16.509
"100","61615165",2020-01-05,"Water Temp situ(øC) MAX",20.904,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.904
"101","61615165",2020-01-05,"Water Temp situ(øC) MEAN",20.878,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.878
"102","61615165",2020-01-05,"Water Temp situ(øC) MIN",20.853,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.853
"103","61615164",2020-01-05,"Water Temp situ(øC) MAX",21.445,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.445
"104","61615164",2020-01-05,"Water Temp situ(øC) MEAN",21.428,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.428
"105","61615164",2020-01-05,"Water Temp situ(øC) MIN",21.403,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.403
"106","61715045",2020-01-06,"Water Temp situ(øC) MAX",19.602,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.602
"107","61715045",2020-01-06,"Water Temp situ(øC) MEAN",19.576,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.576
"108","61715045",2020-01-06,"Water Temp situ(øC) MIN",19.555,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.555
"109","61672159",2020-01-06,"Water Temp situ(øC) MAX",20.805,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.805
"110","61672159",2020-01-06,"Water Temp situ(øC) MEAN",20.767,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.767
"111","61672159",2020-01-06,"Water Temp situ(øC) MIN",20.73,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.73
"112","61615182",2020-01-06,"Water Temp situ(øC) MIN",21.653,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.653
"113","61615182",2020-01-06,"Water Temp situ(øC) MEAN",21.682,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.682
"114","61615182",2020-01-06,"Water Temp situ(øC) MAX",21.707,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.707
"115","61615173",2020-01-06,"Water Temp situ(øC) MAX",18.286,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.286
"116","61615173",2020-01-06,"Water Temp situ(øC) MEAN",18.266,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.266
"117","61615173",2020-01-06,"Water Temp situ(øC) MIN",18.239,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.239
"118","61615172",2020-01-06,"Water Temp situ(øC) MAX",38.341,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,38.341
"119","61615172",2020-01-06,"Water Temp situ(øC) MEAN",27.458,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,27.458
"120","61615172",2020-01-06,"Water Temp situ(øC) MIN",17.878,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,17.878
"121","61615165",2020-01-06,"Water Temp situ(øC) MAX",20.91,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.91
"122","61615165",2020-01-06,"Water Temp situ(øC) MEAN",20.88,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.88
"123","61615165",2020-01-06,"Water Temp situ(øC) MIN",20.85,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.85
"124","61615164",2020-01-06,"Water Temp situ(øC) MAX",21.447,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.447
"125","61615164",2020-01-06,"Water Temp situ(øC) MEAN",21.42,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.42
"126","61615164",2020-01-06,"Water Temp situ(øC) MIN",21.382,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.382
"127","61715045",2020-01-07,"Water Temp situ(øC) MAX",19.613,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.613
"128","61715045",2020-01-07,"Water Temp situ(øC) MEAN",19.578,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.578
"129","61715045",2020-01-07,"Water Temp situ(øC) MIN",19.545,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.545
"130","61672159",2020-01-07,"Water Temp situ(øC) MAX",20.792,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.792
"131","61672159",2020-01-07,"Water Temp situ(øC) MEAN",20.773,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.773
"132","61672159",2020-01-07,"Water Temp situ(øC) MIN",20.735,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.735
"133","61615182",2020-01-07,"Water Temp situ(øC) MIN",21.661,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.661
"134","61615182",2020-01-07,"Water Temp situ(øC) MEAN",21.683,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.683
"135","61615182",2020-01-07,"Water Temp situ(øC) MAX",21.703,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.703
"136","61615173",2020-01-07,"Water Temp situ(øC) MAX",18.29,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.29
"137","61615173",2020-01-07,"Water Temp situ(øC) MEAN",18.262,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.262
"138","61615173",2020-01-07,"Water Temp situ(øC) MIN",18.239,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.239
"139","61615172",2020-01-07,"Water Temp situ(øC) MAX",40.771,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,40.771
"140","61615172",2020-01-07,"Water Temp situ(øC) MEAN",28.427,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,28.427
"141","61615172",2020-01-07,"Water Temp situ(øC) MIN",17.694,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,17.694
"142","61615165",2020-01-07,"Water Temp situ(øC) MAX",20.908,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.908
"143","61615165",2020-01-07,"Water Temp situ(øC) MEAN",20.885,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.885
"144","61615165",2020-01-07,"Water Temp situ(øC) MIN",20.86,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.86
"145","61615164",2020-01-07,"Water Temp situ(øC) MAX",21.445,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.445
"146","61615164",2020-01-07,"Water Temp situ(øC) MEAN",21.413,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.413
"147","61615164",2020-01-07,"Water Temp situ(øC) MIN",21.369,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.369
"148","61715045",2020-01-08,"Water Temp situ(øC) MAX",19.605,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.605
"149","61715045",2020-01-08,"Water Temp situ(øC) MEAN",19.575,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.575
"150","61715045",2020-01-08,"Water Temp situ(øC) MIN",19.55,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.55
"151","61672159",2020-01-08,"Water Temp situ(øC) MAX",20.807,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.807
"152","61672159",2020-01-08,"Water Temp situ(øC) MEAN",20.774,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.774
"153","61672159",2020-01-08,"Water Temp situ(øC) MIN",20.74,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.74
"154","61615182",2020-01-08,"Water Temp situ(øC) MIN",21.652,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.652
"155","61615182",2020-01-08,"Water Temp situ(øC) MEAN",21.68,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.68
"156","61615182",2020-01-08,"Water Temp situ(øC) MAX",21.704,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.704
"157","61615173",2020-01-08,"Water Temp situ(øC) MAX",18.284,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.284
"158","61615173",2020-01-08,"Water Temp situ(øC) MEAN",18.266,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.266
"159","61615173",2020-01-08,"Water Temp situ(øC) MIN",18.249,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.249
"160","61615172",2020-01-08,"Water Temp situ(øC) MAX",32.839,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,32.839
"161","61615172",2020-01-08,"Water Temp situ(øC) MEAN",26.403,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,26.403
"162","61615172",2020-01-08,"Water Temp situ(øC) MIN",20.096,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,20.096
"163","61615165",2020-01-08,"Water Temp situ(øC) MAX",20.922,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.922
"164","61615165",2020-01-08,"Water Temp situ(øC) MEAN",20.89,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.89
"165","61615165",2020-01-08,"Water Temp situ(øC) MIN",20.86,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.86
"166","61615164",2020-01-08,"Water Temp situ(øC) MAX",21.453,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.453
"167","61615164",2020-01-08,"Water Temp situ(øC) MEAN",21.413,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.413
"168","61615164",2020-01-08,"Water Temp situ(øC) MIN",21.379,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.379
"169","61715045",2020-01-09,"Water Temp situ(øC) MAX",19.597,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.597
"170","61715045",2020-01-09,"Water Temp situ(øC) MEAN",19.571,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.571
"171","61715045",2020-01-09,"Water Temp situ(øC) MIN",19.544,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.544
"172","61672159",2020-01-09,"Water Temp situ(øC) MAX",20.801,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.801
"173","61672159",2020-01-09,"Water Temp situ(øC) MEAN",20.776,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.776
"174","61672159",2020-01-09,"Water Temp situ(øC) MIN",20.755,"3",176262,"Artesian Monitoring - AM20B",-31.6456,115.7057,20.755
"175","61615182",2020-01-09,"Water Temp situ(øC) MIN",21.662,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.662
"176","61615182",2020-01-09,"Water Temp situ(øC) MEAN",21.683,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.683
"177","61615182",2020-01-09,"Water Temp situ(øC) MAX",21.708,"3",163229,"Artesian Monitoring - AM27C",-31.76980684,115.7837558,21.708
"178","61615173",2020-01-09,"Water Temp situ(øC) MAX",18.302,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.302
"179","61615173",2020-01-09,"Water Temp situ(øC) MEAN",18.268,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.268
"180","61615173",2020-01-09,"Water Temp situ(øC) MIN",18.244,"3",162932,"Artesian Monitoring - AM23C",-31.68756349,115.7272024,18.244
"181","61615172",2020-01-09,"Water Temp situ(øC) MAX",30.232,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,30.232
"182","61615172",2020-01-09,"Water Temp situ(øC) MEAN",24.624,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,24.624
"183","61615172",2020-01-09,"Water Temp situ(øC) MIN",19.439,"3",162888,"Artesian Monitoring - AM23B",-31.6876059,115.7272211,19.439
"184","61615165",2020-01-09,"Water Temp situ(øC) MAX",20.915,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.915
"185","61615165",2020-01-09,"Water Temp situ(øC) MEAN",20.883,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.883
"186","61615165",2020-01-09,"Water Temp situ(øC) MIN",20.851,"3",162624,"Artesian Monitoring - AM27E",-31.76988432,115.783811,20.851
"187","61615164",2020-01-09,"Water Temp situ(øC) MAX",21.445,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.445
"188","61615164",2020-01-09,"Water Temp situ(øC) MEAN",21.413,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.413
"189","61615164",2020-01-09,"Water Temp situ(øC) MIN",21.387,"3",162581,"Artesian Monitoring - AM27D",-31.76984544,115.7837832,21.387
"190","61715045",2020-01-10,"Water Temp situ(øC) MAX",19.604,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.604
"191","61715045",2020-01-10,"Water Temp situ(øC) MEAN",19.579,"3",195145,"Artesian Monitoring - AM8B",-31.42200864,115.6218648,19.579
